WigleWifi-1.4,appRelease=1.58,model=LT26i,release=4.1.2,device=LT26i,display=6.2.B.0.200,board=MSM8660_SURF,brand=SEMC
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
7c:bf:b1:50:fb:d6,Fibertel WiFi320,[WPA-PSK-TKIP][ESS],2014-01-27 23:12:10,1,-92,-34.62862923,-58.49341776,35.5,3,WIFI
e8:40:f2:59:cc:ca,Fibertel WiFi329,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:12:10,1,-94,-34.62862923,-58.49341776,35.5,3,WIFI
90:3e:ab:8d:23:c9,Fibertel WiFi510,[WPA-PSK-TKIP+CCMP][ESS],2014-01-27 23:12:10,6,-95,-34.62862923,-58.49341776,35.5,3,WIFI
94:0c:6d:ef:75:58,agustin,[WEP][ESS],2014-01-27 23:12:10,1,-90,-34.62862923,-58.49341776,35.5,3,WIFI
c8:d5:fe:7a:5d:bc,Speedy-dff3,[WEP][ESS],2014-01-27 23:12:10,1,-92,-34.62862923,-58.49341776,35.5,3,WIFI
e0:69:95:58:ac:09,Telecentro-6a22,[WPA-PSK-TKIP][ESS],2014-01-27 23:12:25,1,-91,-34.62920611,-58.4943334,35.5999984741211,7,WIFI
70:7e:43:48:a5:a2,*EL VIEJO*,[WPA-PSK-TKIP][ESS],2014-01-27 23:12:25,6,-90,-34.62920611,-58.4943334,35.5999984741211,7,WIFI
00:1e:e5:57:21:a5,Danita,[WPA-PSK-TKIP][ESS],2014-01-27 23:12:25,6,-81,-34.62920611,-58.4943334,35.5999984741211,7,WIFI
c8:d5:fe:70:cc:55,Speedy-hayer,[WEP][ESS],2014-01-27 23:12:25,11,-77,-34.62920611,-58.4943334,35.5999984741211,7,WIFI
00:e0:4d:76:d3:f0,Speedy-3333,[WEP][ESS],2014-01-27 23:12:25,11,-65,-34.62920611,-58.4943334,35.5999984741211,7,WIFI
00:21:29:c2:ec:e2,linksys,[WPA-PSK-TKIP][ESS],2014-01-27 23:12:25,6,-82,-34.62920611,-58.4943334,35.5999984741211,7,WIFI
72234_91_117659,AR Personal,HSDPA;ar,2014-01-27 23:12:25,0,-81,-34.62920611,-58.4943334,35.5999984741211,7,GSM
90:f6:52:89:94:ea,Silvia_WIFI,[WEP][ESS],2014-01-27 23:12:41,4,-94,-34.62969712,-58.49496663,33.9000015258789,6,WIFI
e0:69:95:98:2f:78,Telecentro-fc68,[WEP][ESS],2014-01-27 23:12:41,1,-95,-34.62969712,-58.49496663,33.9000015258789,6,WIFI
90:f6:52:89:94:ea,Silvia_WIFI,[WEP][ESS],2014-01-27 23:12:56,4,-94,-34.6306557,-58.49670089,30.8999996185303,4,WIFI
e0:69:95:98:2f:78,Telecentro-fc68,[WEP][ESS],2014-01-27 23:12:56,1,-95,-34.6306557,-58.49670089,30.8999996185303,4,WIFI
8c:04:ff:7f:b7:ef,Telecentro-A0C8,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:12:56,6,-95,-34.6306557,-58.49670089,30.8999996185303,4,WIFI
72234_91_116724,AR Personal,HSDPA;ar,2014-01-27 23:12:56,0,-81,-34.6306557,-58.49670089,30.8999996185303,4,GSM
8c:04:ff:7f:b7:ef,Telecentro-A0C8,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:13:12,6,-95,-34.63142881,-58.49886151,29.5,5,WIFI
00:1c:f0:3b:0c:fd,Artes,[WPA-PSK-TKIP][ESS],2014-01-27 23:13:12,6,-81,-34.63142881,-58.49886151,29.5,5,WIFI
64:66:b3:5b:00:54,TP-LINK_5B0054,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:13:12,8,-88,-34.63142881,-58.49886151,29.5,5,WIFI
72234_91_116724,AR Personal,HSDPA;ar,2014-01-27 23:13:12,0,-81,-34.63142881,-58.49886151,29.5,5,GSM
00:1c:f0:3b:0c:fd,Artes,[WPA-PSK-TKIP][ESS],2014-01-27 23:13:28,6,-81,-34.6319963,-58.50041739,26.2999992370605,6,WIFI
64:66:b3:5b:00:54,TP-LINK_5B0054,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:13:28,8,-88,-34.6319963,-58.50041739,26.2999992370605,6,WIFI
00:21:29:98:e7:e7,Craquis,[WPA-PSK-TKIP][ESS],2014-01-27 23:13:28,6,-91,-34.6319963,-58.50041739,26.2999992370605,6,WIFI
14:5b:d1:97:c6:e3,Fibertel WiFi709,[WPA-PSK-TKIP][ESS],2014-01-27 23:13:28,6,-92,-34.6319963,-58.50041739,26.2999992370605,6,WIFI
34:6b:d3:08:7d:5c,AleWiFi,[WPA-PSK-TKIP][ESS],2014-01-27 23:13:28,3,-94,-34.6319963,-58.50041739,26.2999992370605,6,WIFI
00:02:6f:67:3c:40,redfarm,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:13:28,11,-95,-34.6319963,-58.50041739,26.2999992370605,6,WIFI
72234_91_116724,AR Personal,HSDPA;ar,2014-01-27 23:13:28,0,-81,-34.6319963,-58.50041739,26.2999992370605,6,GSM
38:60:77:db:35:06,Anibal,[WPA-PSK-CCMP][ESS],2014-01-27 23:13:43,11,-92,-34.63204506,-58.50058969,28.2000007629395,5,WIFI
38:60:77:a5:82:77,Telecentro-315C,[WPA-PSK-TKIP][ESS],2014-01-27 23:13:43,1,-93,-34.63204506,-58.50058969,28.2000007629395,5,WIFI
f8:af:25:a1:99:e9,Speedy-A199E0,[WEP][ESS],2014-01-27 23:13:43,1,-79,-34.63204506,-58.50058969,28.2000007629395,5,WIFI
00:02:6f:67:3c:40,redfarm,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:13:59,11,-80,-34.63282303,-58.50234485,29,4,WIFI
38:60:77:db:35:06,Anibal,[WPA-PSK-CCMP][ESS],2014-01-27 23:13:59,11,-92,-34.63282303,-58.50234485,29,4,WIFI
38:60:77:a5:82:77,Telecentro-315C,[WPA-PSK-TKIP][ESS],2014-01-27 23:13:59,1,-93,-34.63282303,-58.50234485,29,4,WIFI
f8:af:25:a1:99:e9,Speedy-A199E0,[WEP][ESS],2014-01-27 23:13:59,1,-79,-34.63282303,-58.50234485,29,4,WIFI
00:08:a1:c7:a9:72,CQR-980_c7a973,[WPS][ESS],2014-01-27 23:13:59,6,-84,-34.63282303,-58.50234485,29,4,WIFI
72234_91_117724,AR Personal,HSDPA;ar,2014-01-27 23:13:59,0,-81,-34.63282303,-58.50234485,29,4,GSM
00:08:a1:c7:a9:72,CQR-980_c7a973,[WPS][ESS],2014-01-27 23:14:15,6,-84,-34.63391605,-58.5048583,31.5,5,WIFI
04:1b:ba:a4:46:31,AndroidAP,[WPA2-PSK-CCMP][ESS],2014-01-27 23:14:15,6,-86,-34.63391605,-58.5048583,31.5,5,WIFI
34:4b:50:41:af:6b,Speedy-41AF6B,[WEP][ESS],2014-01-27 23:14:15,11,-99,-34.63391605,-58.5048583,31.5,5,WIFI
72234_91_117724,AR Personal,HSDPA;ar,2014-01-27 23:14:15,0,-81,-34.63391605,-58.5048583,31.5,5,GSM
04:1b:ba:a4:46:31,AndroidAP,[WPA2-PSK-CCMP][ESS],2014-01-27 23:14:30,6,-86,-34.63436826,-58.50639747,31.3999996185303,6,WIFI
34:4b:50:41:af:6b,Speedy-41AF6B,[WEP][ESS],2014-01-27 23:14:30,11,-99,-34.63436826,-58.50639747,31.3999996185303,6,WIFI
90:f6:52:73:18:46,Resto,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:14:30,11,-77,-34.63436826,-58.50639747,31.3999996185303,6,WIFI
b0:48:7a:ed:60:04,Resto2,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:14:30,11,-81,-34.63436826,-58.50639747,31.3999996185303,6,WIFI
72234_91_74684,AR Personal,HSDPA;ar,2014-01-27 23:14:30,0,-81,-34.63436826,-58.50639747,31.3999996185303,6,GSM
00:0c:42:b5:86:99,BAGOWEXWiFi,[ESS],2014-01-27 23:15:02,9,-91,-34.63438376,-58.50652145,33,5,WIFI
72234_91_75184,AR Personal,HSDPA;ar,2014-01-27 23:15:02,0,-81,-34.63438376,-58.50652145,33,5,GSM
72234_91_75184,AR Personal,HSDPA;ar,2014-01-27 23:15:33,0,-81,-34.63465476,-58.50811537,36.4000015258789,5,GSM
00:06:4f:8d:c2:67,Default_WLAN,[ESS],2014-01-27 23:16:04,1,-82,-34.63476158,-58.50909515,33.2999992370605,4,WIFI
36:a9:05:0e:07:3a,hpsetup,[IBSS],2014-01-27 23:16:04,6,-86,-34.63476158,-58.50909515,33.2999992370605,4,WIFI
00:06:4f:8d:c2:67,Default_WLAN,[ESS],2014-01-27 23:16:20,1,-82,-34.63442852,-58.51162688,32.7999992370605,6,WIFI
36:a9:05:0e:07:3a,hpsetup,[IBSS],2014-01-27 23:16:20,6,-86,-34.63442852,-58.51162688,32.7999992370605,6,WIFI
72234_91_75184,AR Personal,HSDPA;ar,2014-01-27 23:16:20,0,-81,-34.63442852,-58.51162688,32.7999992370605,6,GSM
72234_91_117658,AR Personal,HSDPA;ar,2014-01-27 23:16:51,0,-81,-34.63390353,-58.5129958,39.0999984741211,4,GSM
72234_91_119184,AR Personal,HSDPA;ar,2014-01-27 23:17:07,0,-81,-34.63370191,-58.51330927,43.2000007629395,4,GSM
70:54:d2:ef:e9:b2,Fibertel WiFi283,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:17:22,6,-91,-34.63323056,-58.51507566,44.4000015258789,6,WIFI
72234_91_116683,AR Personal,HSDPA;ar,2014-01-27 23:17:22,0,-81,-34.63323056,-58.51507566,44.4000015258789,6,GSM
70:54:d2:ef:e9:b2,Fibertel WiFi283,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:17:38,6,-91,-34.63308214,-58.51780328,38,5,WIFI
72234_91_117658,AR Personal,HSDPA;ar,2014-01-27 23:17:38,0,-81,-34.63308214,-58.51780328,38,5,GSM
72234_91_74683,AR Personal,HSDPA;ar,2014-01-27 23:17:54,0,-81,-34.63323695,-58.52032849,37.7999992370605,5,GSM
d4:ca:6d:67:e6:f9,carone,[WPA-PSK-CCMP][ESS],2014-01-27 23:18:09,1,-86,-34.63374268,-58.52143392,35.9000015258789,4,WIFI
00:e0:4d:59:68:24,carrefour,[WEP][ESS],2014-01-27 23:18:09,6,-86,-34.63374268,-58.52143392,35.9000015258789,4,WIFI
72234_91_73657,AR Personal,HSDPA;ar,2014-01-27 23:18:09,0,-81,-34.63374268,-58.52143392,35.9000015258789,4,GSM
38:60:77:42:01:8c,Telecentro-a4fc,[WPA-PSK-TKIP][ESS],2014-01-27 23:18:25,6,-80,-34.63376722,-58.5216103,34.5,4,WIFI
00:e0:4d:59:68:24,carrefour,[WEP][ESS],2014-01-27 23:18:41,6,-88,-34.63414894,-58.52319027,34.2999992370605,6,WIFI
38:60:77:42:01:8c,Telecentro-a4fc,[WPA-PSK-TKIP][ESS],2014-01-27 23:18:41,6,-80,-34.63414894,-58.52319027,34.2999992370605,6,WIFI
f8:03:8e:99:64:2a,Speedy-996421,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:18:41,1,-83,-34.63414894,-58.52319027,34.2999992370605,6,WIFI
94:cc:b9:80:50:0c,Alicia_Wi-Fi,[WPA-PSK-TKIP][ESS],2014-01-27 23:18:41,11,-87,-34.63414894,-58.52319027,34.2999992370605,6,WIFI
e0:69:95:98:3f:b8,wifi,[WPA-PSK-TKIP][ESS],2014-01-27 23:18:41,9,-94,-34.63414894,-58.52319027,34.2999992370605,6,WIFI
00:24:01:c5:fc:14,HT_AP0,[ESS],2014-01-27 23:18:41,1,-80,-34.63414894,-58.52319027,34.2999992370605,6,WIFI
72234_91_73657,AR Personal,HSDPA;ar,2014-01-27 23:18:41,0,-81,-34.63414894,-58.52319027,34.2999992370605,6,GSM
20:e5:64:da:be:0d,Fibertel-WiFi869,[WPA-PSK-TKIP][ESS],2014-01-27 23:18:56,6,-86,-34.6343428,-58.52397661,35.2000007629395,5,WIFI
f8:1a:67:57:43:6c,Telecentro-436C,[WPA-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 23:18:56,2,-88,-34.6343428,-58.52397661,35.2000007629395,5,WIFI
72234_91_74683,AR Personal,HSDPA;ar,2014-01-27 23:19:12,0,-81,-34.63441243,-58.52399249,38.7999992370605,4,GSM
20:e5:64:da:be:0d,Fibertel-WiFi869,[WPA-PSK-TKIP][ESS],2014-01-27 23:19:28,6,-87,-34.63461677,-58.52562054,35.7999992370605,6,WIFI
f8:1a:67:57:43:6c,Telecentro-436C,[WPA-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 23:19:28,2,-93,-34.63461677,-58.52562054,35.7999992370605,6,WIFI
f8:1a:67:70:c9:7c,TP-LINK_70C97C,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:19:28,9,-88,-34.63461677,-58.52562054,35.7999992370605,6,WIFI
72234_91_73657,AR Personal,HSDPA;ar,2014-01-27 23:19:28,0,-81,-34.63461677,-58.52562054,35.7999992370605,6,GSM
f8:1a:67:70:c9:7c,TP-LINK_70C97C,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:19:44,9,-88,-34.6346099,-58.52663131,35.4000015258789,6,WIFI
ac:81:12:0e:a6:22,Fibertel WiFi628,[WPA-PSK-TKIP+CCMP][ESS],2014-01-27 23:19:44,1,-80,-34.6346099,-58.52663131,35.4000015258789,6,WIFI
38:6b:bb:d2:4e:fe,zandunga,[WPA-PSK-TKIP][ESS],2014-01-27 23:19:44,6,-83,-34.6346099,-58.52663131,35.4000015258789,6,WIFI
00:23:cd:1c:62:74,BBB,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 23:19:44,4,-88,-34.6346099,-58.52663131,35.4000015258789,6,WIFI
72234_91_73657,AR Personal,HSDPA;ar,2014-01-27 23:19:44,0,-81,-34.6346099,-58.52663131,35.4000015258789,6,GSM
ac:81:12:0e:a6:22,Fibertel WiFi628,[WPA-PSK-TKIP+CCMP][ESS],2014-01-27 23:20:00,1,-80,-34.63466911,-58.52772996,34.5,6,WIFI
38:6b:bb:d2:4e:fe,zandunga,[WPA-PSK-TKIP][ESS],2014-01-27 23:20:00,6,-83,-34.63466911,-58.52772996,34.5,6,WIFI
00:23:cd:1c:62:74,BBB,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 23:20:00,4,-88,-34.63466911,-58.52772996,34.5,6,WIFI
72234_91_73657,AR Personal,HSDPA;ar,2014-01-27 23:20:00,0,-81,-34.63466911,-58.52772996,34.5,6,GSM
d8:eb:97:16:56:c5,polygra,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:20:16,2,-87,-34.63483463,-58.5277596,35,9,WIFI
70:71:bc:d4:c3:cd,quintana,[WEP][ESS],2014-01-27 23:20:16,6,-94,-34.63483463,-58.5277596,35,9,WIFI
d8:eb:97:16:56:c5,polygra,[WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:21:02,2,-93,-34.63489829,-58.52915038,33.7999992370605,7,WIFI
72234_91_2547455,AR Personal,HSDPA;ar,2014-01-27 23:21:02,0,-81,-34.63489829,-58.52915038,33.7999992370605,7,GSM
00:1b:b1:01:a5:31,APBBAIRES025,[WEP][ESS],2014-01-27 23:21:19,1,-88,-34.63477083,-58.53051187,31.6000003814697,8,WIFI
00:26:ed:ae:ec:98,cristina-wifi,[WEP][ESS],2014-01-27 23:21:19,6,-91,-34.63477083,-58.53051187,31.6000003814697,8,WIFI
72234_84_2547455,AR Personal,HSDPA;ar,2014-01-27 23:21:19,0,-81,-34.63477083,-58.53051187,31.6000003814697,8,GSM
00:1b:b1:01:a5:31,APBBAIRES025,[WEP][ESS],2014-01-27 23:21:34,1,-88,-34.63422912,-58.5319502,33.2000007629395,5,WIFI
00:26:ed:ae:ec:98,cristina-wifi,[WEP][ESS],2014-01-27 23:21:34,6,-91,-34.63422912,-58.5319502,33.2000007629395,5,WIFI
72234_84_2549955,AR Personal,HSDPA;ar,2014-01-27 23:21:34,0,-81,-34.63422912,-58.5319502,33.2000007629395,5,GSM
72234_84_2549955,AR Personal,HSDPA;ar,2014-01-27 23:21:50,0,-81,-34.63417343,-58.53427952,31.2000007629395,4,GSM
72234_84_2548742,AR Personal,HSDPA;ar,2014-01-27 23:22:06,0,-81,-34.63404488,-58.53672419,30.3999996185303,4,GSM
72234_84_2548742,AR Personal,HSDPA;ar,2014-01-27 23:22:21,0,-81,-34.63398061,-58.53783654,32.7000007629395,4,GSM
e0:69:95:9a:12:91,Telecentro-3520,[WPA-PSK-TKIP][ESS],2014-01-27 23:22:54,1,-87,-34.63478132,-58.53923698,30.3999996185303,11,WIFI
c8:d5:fe:69:c5:97,EASYWIFI,[WPA-PSK-TKIP][ESS],2014-01-27 23:22:54,11,-100,-34.63478132,-58.53923698,30.3999996185303,11,WIFI
72234_84_2548742,AR Personal,HSDPA;ar,2014-01-27 23:22:54,0,-81,-34.63478132,-58.53923698,30.3999996185303,11,GSM
00:e0:4d:2d:05:f8,Casa,[WPA2-PSK-CCMP][ESS],2014-01-27 23:23:26,11,-95,-34.63479424,-58.54059783,33.9000015258789,4,WIFI
f8:ed:80:15:bd:89,Speedy-15BD80,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:23:26,11,-96,-34.63479424,-58.54059783,33.9000015258789,4,WIFI
72234_84_2548742,AR Personal,HSDPA;ar,2014-01-27 23:23:26,0,-81,-34.63479424,-58.54059783,33.9000015258789,4,GSM
00:e0:4d:2d:05:f8,Casa,[WPA2-PSK-CCMP][ESS],2014-01-27 23:23:42,11,-95,-34.63486427,-58.54184923,33.4000015258789,4,WIFI
f8:ed:80:15:bd:89,Speedy-15BD80,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:23:42,11,-96,-34.63486427,-58.54184923,33.4000015258789,4,WIFI
f8:27:c5:4f:8e:85,Speedy-4F8E7C,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:23:42,11,-81,-34.63486427,-58.54184923,33.4000015258789,4,WIFI
b0:77:ac:88:8d:24,Fibertel WiFi171,[WPA-PSK-TKIP][ESS],2014-01-27 23:23:42,6,-83,-34.63486427,-58.54184923,33.4000015258789,4,WIFI
64:66:b3:cb:8a:2c,bomberos,[WPA-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 23:23:42,11,-85,-34.63486427,-58.54184923,33.4000015258789,4,WIFI
b0:77:ac:52:c4:ee,Fibertel WiFi350,[WPA-PSK-TKIP][ESS],2014-01-27 23:23:42,6,-88,-34.63486427,-58.54184923,33.4000015258789,4,WIFI
68:7f:74:f5:b5:6d,AUTOP.CIUDADELA,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],2014-01-27 23:23:42,1,-93,-34.63486427,-58.54184923,33.4000015258789,4,WIFI
72234_84_2548742,AR Personal,HSDPA;ar,2014-01-27 23:23:42,0,-81,-34.63486427,-58.54184923,33.4000015258789,4,GSM
f8:27:c5:4f:8e:85,Speedy-4F8E7C,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:23:57,11,-81,-34.63488362,-58.54301891,33.2000007629395,4,WIFI
b0:77:ac:88:8d:24,Fibertel WiFi171,[WPA-PSK-TKIP][ESS],2014-01-27 23:23:57,6,-83,-34.63488362,-58.54301891,33.2000007629395,4,WIFI
64:66:b3:cb:8a:2c,bomberos,[WPA-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 23:23:57,11,-85,-34.63488362,-58.54301891,33.2000007629395,4,WIFI
b0:77:ac:52:c4:ee,Fibertel WiFi350,[WPA-PSK-TKIP][ESS],2014-01-27 23:23:57,6,-88,-34.63488362,-58.54301891,33.2000007629395,4,WIFI
68:7f:74:f5:b5:6d,AUTOP.CIUDADELA,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],2014-01-27 23:23:57,1,-93,-34.63488362,-58.54301891,33.2000007629395,4,WIFI
40:4a:03:a0:f8:ba,Tyzy,[WPA2-PSK-CCMP][ESS],2014-01-27 23:23:57,6,-88,-34.63488362,-58.54301891,33.2000007629395,4,WIFI
b0:48:7a:c1:3b:00,Estudio Martin,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:23:57,11,-92,-34.63488362,-58.54301891,33.2000007629395,4,WIFI
84:4b:f5:ab:f5:6f,HP-Print-6F-LaserJet 1102,[ESS],2014-01-27 23:23:57,6,-84,-34.63488362,-58.54301891,33.2000007629395,4,WIFI
72234_84_2519462,AR Personal,HSDPA;ar,2014-01-27 23:23:57,0,-81,-34.63488362,-58.54301891,33.2000007629395,4,GSM
40:4a:03:a0:f8:ba,Tyzy,[WPA2-PSK-CCMP][ESS],2014-01-27 23:24:14,6,-88,-34.63493236,-58.54475682,34.2000007629395,4,WIFI
b0:48:7a:c1:3b:00,Estudio Martin,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:24:14,11,-92,-34.63493236,-58.54475682,34.2000007629395,4,WIFI
84:4b:f5:ab:f5:6f,HP-Print-6F-LaserJet 1102,[ESS],2014-01-27 23:24:14,6,-84,-34.63493236,-58.54475682,34.2000007629395,4,WIFI
e0:69:95:94:fb:5c,Telecentro-fbf4,[WPA-PSK-TKIP][ESS],2014-01-27 23:24:14,6,-83,-34.63493236,-58.54475682,34.2000007629395,4,WIFI
8c:04:ff:b8:64:97,Telecentro-7c70,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:24:14,6,-93,-34.63493236,-58.54475682,34.2000007629395,4,WIFI
72234_84_2517549,AR Personal,HSDPA;ar,2014-01-27 23:24:14,0,-81,-34.63493236,-58.54475682,34.2000007629395,4,GSM
8c:04:ff:b8:64:97,Telecentro-7c70,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:24:45,6,-84,-34.63474556,-58.54662471,40.7999992370605,4,WIFI
8c:04:ff:7f:8e:f3,Telecentro-3328,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:24:45,6,-92,-34.63474556,-58.54662471,40.7999992370605,4,WIFI
a4:7a:a4:88:3b:f3,*Julio*,[WEP][ESS],2014-01-27 23:24:45,11,-97,-34.63474556,-58.54662471,40.7999992370605,4,WIFI
72234_84_2517549,AR Personal,HSDPA;ar,2014-01-27 23:24:45,0,-81,-34.63474556,-58.54662471,40.7999992370605,4,GSM
8c:04:ff:7f:8e:f3,Telecentro-3328,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-27 23:25:01,6,-92,-34.63459772,-58.54822458,42.7000007629395,4,WIFI
a4:7a:a4:88:3b:f3,*Julio*,[WEP][ESS],2014-01-27 23:25:01,11,-97,-34.63459772,-58.54822458,42.7000007629395,4,WIFI
00:26:ce:11:c0:f2,Muraroa,[WPA-PSK-TKIP][WPS][ESS],2014-01-27 23:25:01,6,-82,-34.63459772,-58.54822458,42.7000007629395,4,WIFI
38:60:77:c0:ed:fd,Muraroa WIFI,[WPA-PSK-TKIP][ESS],2014-01-27 23:25:01,1,-94,-34.63459772,-58.54822458,42.7000007629395,4,WIFI
72234_84_2517549,AR Personal,HSDPA;ar,2014-01-27 23:25:01,0,-81,-34.63459772,-58.54822458,42.7000007629395,4,GSM
00:26:ce:11:c0:f2,Muraroa,[WPA-PSK-TKIP][WPS][ESS],2014-01-27 23:25:17,6,-82,-34.63472289,-58.54943077,39.0999984741211,4,WIFI
38:60:77:c0:ed:fd,Muraroa WIFI,[WPA-PSK-TKIP][ESS],2014-01-27 23:25:17,1,-94,-34.63472289,-58.54943077,39.0999984741211,4,WIFI
b0:48:7a:e9:84:fa,RED-GC,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:25:17,1,-81,-34.63472289,-58.54943077,39.0999984741211,4,WIFI
e0:69:95:97:26:c6,Telecentro-BDC2,[WPA-PSK-TKIP][ESS],2014-01-27 23:25:17,11,-99,-34.63472289,-58.54943077,39.0999984741211,4,WIFI
dc:0b:1a:fc:66:5c,Speedy-43781,[WEP][ESS],2014-01-27 23:25:17,11,-87,-34.63472289,-58.54943077,39.0999984741211,4,WIFI
00:16:b6:b9:db:27,linksys,[ESS],2014-01-27 23:25:17,6,-91,-34.63472289,-58.54943077,39.0999984741211,4,WIFI
72234_84_2517549,AR Personal,HSDPA;ar,2014-01-27 23:25:17,0,-61,-34.63472289,-58.54943077,39.0999984741211,4,GSM
b0:48:7a:e9:84:fa,RED-GC,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2014-01-27 23:25:32,1,-81,-34.63489834,-58.55046376,35.7999992370605,4,WIFI
e0:69:95:97:26:c6,Telecentro-BDC2,[WPA-PSK-TKIP][ESS],2014-01-27 23:25:32,11,-99,-34.63489834,-58.55046376,35.7999992370605,4,WIFI
dc:0b:1a:fc:66:5c,Speedy-43781,[WEP][ESS],2014-01-27 23:25:32,11,-86,-34.63489834,-58.55046376,35.7999992370605,4,WIFI
00:16:b6:b9:db:27,linksys,[ESS],2014-01-27 23:25:32,6,-91,-34.63489834,-58.55046376,35.7999992370605,4,WIFI
e0:69:95:6c:22:32,Telecentro-f9c6,[WPA-PSK-TKIP][ESS],2014-01-27 23:25:32,1,-84,-34.63489834,-58.55046376,35.7999992370605,4,WIFI
38:6b:bb:67:f0:cc,Fibertel WiFi740,[WPA-PSK-TKIP][ESS],2014-01-27 23:25:32,1,-84,-34.63489834,-58.55046376,35.7999992370605,4,WIFI
14:d6:4d:e0:7a:78,4379,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 23:25:32,11,-88,-34.63489834,-58.55046376,35.7999992370605,4,WIFI
f8:af:25:b3:c2:04,Speedy-B3C1FB,[WEP][ESS],2014-01-27 23:25:32,1,-86,-34.63489834,-58.55046376,35.7999992370605,4,WIFI
dc:0b:1a:fc:7d:78,Speedy-40996,[WEP][ESS],2014-01-27 23:25:32,6,-91,-34.63489834,-58.55046376,35.7999992370605,4,WIFI
72234_84_2518549,AR Personal,HSDPA;ar,2014-01-27 23:25:32,0,-65,-34.63489834,-58.55046376,35.7999992370605,4,GSM
dc:0b:1a:fc:66:5c,Speedy-43781,[WEP][ESS],2014-01-27 23:25:47,11,-86,-34.63496727,-58.55174919,36,4,WIFI
e0:69:95:6c:22:32,Telecentro-f9c6,[WPA-PSK-TKIP][ESS],2014-01-27 23:25:47,1,-84,-34.63496727,-58.55174919,36,4,WIFI
38:6b:bb:67:f0:cc,Fibertel WiFi740,[WPA-PSK-TKIP][ESS],2014-01-27 23:25:47,1,-84,-34.63496727,-58.55174919,36,4,WIFI
14:d6:4d:e0:7a:78,4379,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-27 23:25:47,11,-88,-34.63496727,-58.55174919,36,4,WIFI
f8:af:25:b3:c2:04,Speedy-B3C1FB,[WEP][ESS],2014-01-27 23:25:47,1,-86,-34.63496727,-58.55174919,36,4,WIFI
dc:0b:1a:fc:7d:78,Speedy-40996,[WEP][ESS],2014-01-27 23:25:47,6,-91,-34.63496727,-58.55174919,36,4,WIFI
78:cd:8e:82:ff:fe,luda wifi,[WPA-PSK-TKIP][ESS],2014-01-27 23:25:47,1,-67,-34.63496727,-58.55174919,36,4,WIFI
