WigleWifi-1.4,appRelease=1.58,model=LT26i,release=4.1.2,device=LT26i,display=6.2.B.0.200,board=MSM8660_SURF,brand=SEMC
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
94:cc:b9:7f:5f:d3,WiFi-Micaela,[WPA-PSK-CCMP][ESS],2014-01-28 07:56:51,1,-88,-34.64402305,-58.58969059,63.2999992370605,3,WIFI
c8:d5:fe:8a:bd:27,Leslie-wifi,[WEP][ESS],2014-01-28 07:57:08,1,-90,-34.64402306,-58.58969126,63.2999992370605,3,WIFI
68:7f:74:dc:93:99,linksys,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],2014-01-28 07:57:23,6,-84,-34.6440231,-58.58969122,63.2999992370605,3,WIFI
00:21:63:06:3d:94,ventas,[WEP][ESS],2014-01-28 07:57:23,1,-90,-34.6440231,-58.58969122,63.2999992370605,3,WIFI
00:24:d2:ec:f9:7f,Speedy-WiFi2,[WEP][ESS],2014-01-28 07:57:23,6,-94,-34.6440231,-58.58969122,63.2999992370605,3,WIFI
72234_84_2548423,AR Personal,HSDPA;ar,2014-01-28 07:57:23,0,-89,-34.6440231,-58.58969122,63.2999992370605,3,GSM
1c:14:48:aa:93:5c,Fibertel WiFi745,[WPA-PSK-TKIP][ESS],2014-01-28 07:57:39,6,-86,-34.64402311,-58.58969125,63.2999992370605,3,WIFI
70:71:bc:d4:c4:bc,Fibertel WiFi369,[WEP][ESS],2014-01-28 07:57:55,6,-93,-34.64402262,-58.58969135,63.4000015258789,3,WIFI
00:e0:4d:77:31:10,Speedy-27c8,[WEP][ESS],2014-01-28 07:58:10,1,-87,-34.64402179,-58.5896916,63.5,3,WIFI
f8:ed:80:73:b1:81,Speedy-73B178,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:00:25,1,-77,-34.64365332,-58.58724311,62.7000007629395,5,WIFI
38:6b:bb:d1:fc:3e,Fibertel WiFi891,[WPA-PSK-TKIP][ESS],2014-01-28 08:00:25,1,-78,-34.64365332,-58.58724311,62.7000007629395,5,WIFI
34:6b:d3:02:07:b8,Gastro,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:00:25,11,-80,-34.64365332,-58.58724311,62.7000007629395,5,WIFI
ba:c7:5d:0b:c4:be,Invitados,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:00:25,6,-79,-34.64365332,-58.58724311,62.7000007629395,5,WIFI
b8:c7:5d:0b:c4:bd,Leandro,[WPA2-PSK-CCMP][ESS],2014-01-28 08:00:25,6,-81,-34.64365332,-58.58724311,62.7000007629395,5,WIFI
a4:7a:a4:80:16:a5,Fibertel WiFi961,[WPA-PSK-TKIP][ESS],2014-01-28 08:00:25,11,-84,-34.64365332,-58.58724311,62.7000007629395,5,WIFI
4c:72:b9:52:ec:10,Mariana.,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:00:25,11,-87,-34.64365332,-58.58724311,62.7000007629395,5,WIFI
54:be:f7:4c:f8:d9,Fibertel WiFi849,[WPA-PSK-TKIP][ESS],2014-01-28 08:00:25,1,-88,-34.64365332,-58.58724311,62.7000007629395,5,WIFI
a4:7a:a4:88:34:e7,Fibertel WiFi812,[WPA-PSK-TKIP][ESS],2014-01-28 08:00:25,1,-92,-34.64365332,-58.58724311,62.7000007629395,5,WIFI
38:6b:bb:3f:08:79,Fibertel WiFi706,[WPA-PSK-TKIP][ESS],2014-01-28 08:00:25,1,-93,-34.64365332,-58.58724311,62.7000007629395,5,WIFI
72234_84_2547423,AR Personal,HSDPA;ar,2014-01-28 08:00:25,0,-69,-34.64365332,-58.58724311,62.7000007629395,5,GSM
ba:c7:5d:0b:c4:be,Invitados,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:00:40,6,-79,-34.64346979,-58.5858466,54.5,7,WIFI
b8:c7:5d:0b:c4:bd,Leandro,[WPA2-PSK-CCMP][ESS],2014-01-28 08:00:40,6,-81,-34.64346979,-58.5858466,54.5,7,WIFI
a4:7a:a4:80:16:a5,Fibertel WiFi961,[WPA-PSK-TKIP][ESS],2014-01-28 08:00:40,11,-84,-34.64346979,-58.5858466,54.5,7,WIFI
4c:72:b9:52:ec:10,Mariana.,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:00:40,11,-87,-34.64346979,-58.5858466,54.5,7,WIFI
54:be:f7:4c:f8:d9,Fibertel WiFi849,[WPA-PSK-TKIP][ESS],2014-01-28 08:00:40,1,-88,-34.64346979,-58.5858466,54.5,7,WIFI
a4:7a:a4:88:34:e7,Fibertel WiFi812,[WPA-PSK-TKIP][ESS],2014-01-28 08:00:40,1,-92,-34.64346979,-58.5858466,54.5,7,WIFI
38:6b:bb:3f:08:79,Fibertel WiFi706,[WPA-PSK-TKIP][ESS],2014-01-28 08:00:40,1,-93,-34.64346979,-58.5858466,54.5,7,WIFI
72234_84_2547423,AR Personal,HSDPA;ar,2014-01-28 08:00:40,0,-69,-34.64346979,-58.5858466,54.5,7,GSM
f4:ec:38:fe:5b:42,TP-LINK_FE5B42,[ESS],2014-01-28 08:01:12,1,-91,-34.64329465,-58.58424579,53.5999984741211,7,WIFI
72234_84_2547423,AR Personal,HSDPA;ar,2014-01-28 08:01:12,0,-69,-34.64329465,-58.58424579,53.5999984741211,7,GSM
f4:ec:38:fe:5b:42,TP-LINK_FE5B42,[ESS],2014-01-28 08:01:28,1,-91,-34.6429457,-58.58212268,53.5999984741211,6,WIFI
72234_84_2517423,AR Personal,HSDPA;ar,2014-01-28 08:01:28,0,-69,-34.6429457,-58.58212268,53.5999984741211,6,GSM
72234_84_2517627,AR Personal,HSDPA;ar,2014-01-28 08:01:43,0,-69,-34.64267948,-58.5802609,51.4000015258789,9,GSM
72234_84_2549424,AR Personal,HSDPA;ar,2014-01-28 08:02:16,0,-69,-34.64252958,-58.57946102,50.0999984741211,17,GSM
72234_84_2549424,AR Personal,HSDPA;ar,2014-01-28 08:02:47,0,-69,-34.64237241,-58.57789528,50.7999992370605,25,GSM
8c:04:ff:7c:60:35,Telecentro-7660,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:03:02,11,-96,-34.64216457,-58.57692691,53.5999984741211,11,WIFI
8c:04:ff:7c:60:35,Telecentro-7660,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:03:19,11,-96,-34.64178701,-58.57467229,53.7000007629395,19,WIFI
72234_84_2549424,AR Personal,HSDPA;ar,2014-01-28 08:03:19,0,-69,-34.64178701,-58.57467229,53.7000007629395,19,GSM
72234_84_2549424,AR Personal,HSDPA;ar,2014-01-28 08:03:34,0,-69,-34.64147133,-58.57271476,52.9000015258789,15,GSM
72234_84_10168,AR Personal,HSDPA;ar,2014-01-28 08:03:50,0,-69,-34.64119407,-58.57096771,53.7999992370605,6,GSM
c8:3a:35:20:f9:e0,Nexxt,[WPA-PSK-TKIP][WPS][ESS],2014-01-28 08:04:06,6,-76,-34.64116992,-58.57053095,52.5,4,WIFI
1c:14:48:aa:76:02,Fibertel WiFi855,[WPA-PSK-CCMP][ESS],2014-01-28 08:04:06,1,-76,-34.64116992,-58.57053095,52.5,4,WIFI
00:23:54:ad:74:dd,Telecentro-8d1a,[WPA-PSK-TKIP][ESS],2014-01-28 08:04:06,11,-77,-34.64116992,-58.57053095,52.5,4,WIFI
14:5b:d1:97:11:7d,Fibertel WiFi225,[WPA-PSK-TKIP][ESS],2014-01-28 08:04:06,1,-77,-34.64116992,-58.57053095,52.5,4,WIFI
e0:69:95:28:3d:d0,FTricardo,[WPA-PSK-TKIP][ESS],2014-01-28 08:04:06,1,-82,-34.64116992,-58.57053095,52.5,4,WIFI
a4:7a:a4:90:6e:d0,Fibertel nicolas,[WPA-PSK-TKIP][ESS],2014-01-28 08:04:06,1,-85,-34.64116992,-58.57053095,52.5,4,WIFI
e0:cb:4e:6d:87:02,MARIANITEN,[WPA-PSK-TKIP][ESS],2014-01-28 08:04:06,6,-85,-34.64116992,-58.57053095,52.5,4,WIFI
a4:7a:a4:88:22:5f,Fibertel WiFi321,[WPA-PSK-TKIP][ESS],2014-01-28 08:04:06,11,-85,-34.64116992,-58.57053095,52.5,4,WIFI
b0:77:ac:88:85:32,orlando,[WPA-PSK-TKIP][ESS],2014-01-28 08:04:06,1,-86,-34.64116992,-58.57053095,52.5,4,WIFI
00:1f:f3:c2:d3:e7,WIFI MV,[WPA2-PSK-CCMP][ESS],2014-01-28 08:04:06,6,-87,-34.64116992,-58.57053095,52.5,4,WIFI
00:e0:4d:2d:60:88,Alejandro,[WEP][ESS],2014-01-28 08:04:06,6,-91,-34.64116992,-58.57053095,52.5,4,WIFI
4a:bc:48:bc:48:bc,Portthru,[IBSS],2014-01-28 08:04:06,11,-90,-34.64116992,-58.57053095,52.5,4,WIFI
72234_22_10168,AR Personal,EDGE;ar,2014-01-28 08:04:06,0,-69,-34.64116992,-58.57053095,52.5,4,GSM
7c:bf:b1:cd:1a:cf,Fibertel WiFi046,[WPA-PSK-TKIP][ESS],2014-01-28 08:04:22,11,-79,-34.6412428,-58.57030191,58.2000007629395,5,WIFI
e0:69:95:73:ce:11,2e198e,[WPA-PSK-TKIP+CCMP][ESS],2014-01-28 08:04:22,1,-79,-34.6412428,-58.57030191,58.2000007629395,5,WIFI
74:ea:3a:a6:15:82,Aralu,[WPA-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:04:22,11,-81,-34.6412428,-58.57030191,58.2000007629395,5,WIFI
94:cc:b9:1c:4f:df,Andrea,[WPA-PSK-TKIP][ESS],2014-01-28 08:04:22,10,-83,-34.6412428,-58.57030191,58.2000007629395,5,WIFI
54:e6:fc:b6:4d:5c,WIFI,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:04:22,3,-84,-34.6412428,-58.57030191,58.2000007629395,5,WIFI
e8:40:f2:d5:cf:0b,Fibertel WiFi721,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:04:22,1,-84,-34.6412428,-58.57030191,58.2000007629395,5,WIFI
58:56:e8:ef:fb:18,ROSANA WIFI,[WPA-PSK-TKIP+CCMP][ESS],2014-01-28 08:04:22,6,-86,-34.6412428,-58.57030191,58.2000007629395,5,WIFI
94:0c:6d:f4:d3:c4,TP-LINK_F4D3C4,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:04:22,4,-88,-34.6412428,-58.57030191,58.2000007629395,5,WIFI
f8:1a:67:57:1e:80,Telecentro-1E80,[WPA-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:04:22,7,-88,-34.6412428,-58.57030191,58.2000007629395,5,WIFI
40:4a:03:a2:5e:a0,Sebastian,[WEP][ESS],2014-01-28 08:04:22,6,-80,-34.6412428,-58.57030191,58.2000007629395,5,WIFI
c8:6c:87:58:cb:98,Speedy_0i3v1x,[WEP][ESS],2014-01-28 08:04:22,11,-84,-34.6412428,-58.57030191,58.2000007629395,5,WIFI
f4:ec:38:d8:9a:32,SPDCALLMED1,[WEP][ESS],2014-01-28 08:04:22,1,-87,-34.6412428,-58.57030191,58.2000007629395,5,WIFI
00:24:a1:16:ca:59,Ft_N_Rossi,[WEP][ESS],2014-01-28 08:04:22,6,-87,-34.6412428,-58.57030191,58.2000007629395,5,WIFI
f8:d1:11:46:52:5c,Luis,[WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:04:37,6,-70,-34.64119001,-58.56980506,58.7999992370605,5,WIFI
b0:48:7a:99:3c:11,Carlos,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:04:37,10,-70,-34.64119001,-58.56980506,58.7999992370605,5,WIFI
34:4b:50:41:cf:2b,nico,[WEP][ESS],2014-01-28 08:04:37,1,-80,-34.64119001,-58.56980506,58.7999992370605,5,WIFI
24:69:a5:71:37:7c,Speedy-713774,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:05:08,1,-76,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
24:69:a5:58:64:ac,Speedy-2013,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:08,1,-77,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
00:21:29:ad:6c:29,linksys,[WPA-PSK-TKIP][WPS][ESS],2014-01-28 08:05:08,11,-77,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
e8:40:f2:55:94:fd,Telecentro-Beta,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:08,11,-79,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
d8:eb:97:16:73:7d,TRENDnet711,[WPA-PSK-CCMP][WPS][ESS],2014-01-28 08:05:08,11,-86,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
64:66:b3:8b:e3:dc,Barion,[WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:05:08,2,-86,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
84:1b:5e:77:16:35,NETGEAR77,[WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:05:08,3,-90,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
8c:04:ff:ba:68:c0,Telecentro-C874,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:05:08,11,-91,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
c8:d7:19:34:e9:90,CISCO6700,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:05:08,3,-91,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
00:24:01:c6:66:7e,pupos,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:05:08,11,-92,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
00:25:f2:95:a0:ac,Guille.DH,[WEP][ESS],2014-01-28 08:05:08,10,-79,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
b0:48:7a:c0:21:6e,Britney,[WEP][ESS],2014-01-28 08:05:08,9,-84,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
e0:69:95:2c:8a:ee,sebastian_wifi,[WEP][ESS],2014-01-28 08:05:08,11,-88,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
50:67:f0:9e:04:4a,Speedy_i0x8g2,[WEP][ESS],2014-01-28 08:05:08,11,-95,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
94:0c:6d:fc:78:08,BARLOCH,[ESS],2014-01-28 08:05:08,1,-94,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
94:0c:6d:e8:00:78,izaguirretelloabogados,[WPA2-PSK-TKIP+CCMP-preauth][ESS],2014-01-28 08:05:08,6,-80,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
00:21:29:b4:22:ac,linksysdatita,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:05:08,6,-82,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
00:32:04:00:00:74,oficina,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:08,13,-84,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
f4:ec:38:d0:f1:2a,BROWSE VENTAS,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:05:08,11,-87,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
38:60:77:87:f6:5e,Fibertel WiFi686,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:08,6,-88,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
c8:d7:19:86:ca:9b,MVZ Lidia,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:05:08,6,-90,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
e8:40:f2:55:a8:49,Telecentro-0FC2,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:08,11,-92,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
00:0e:e8:d9:06:37,Internet Hil,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],2014-01-28 08:05:08,2,-93,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
d8:5d:4c:f2:fd:d0,TP-LINK_F2FDD0,[WEP][ESS],2014-01-28 08:05:08,7,-94,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
00:02:cf:6b:8b:f7,Wireless,[ESS],2014-01-28 08:05:08,1,-92,-34.64084017,-58.56775716,57.2000007629395,5,WIFI
72234_84_2549424,AR Personal,HSDPA;ar,2014-01-28 08:05:08,0,-83,-34.64084017,-58.56775716,57.2000007629395,5,GSM
b0:48:7a:99:ae:c0,Dexter,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:05:24,9,-74,-34.64075256,-58.56731927,53.2999992370605,6,WIFI
b0:48:7a:ab:d4:02,ESTUDIOAP,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:05:24,1,-85,-34.64075256,-58.56731927,53.2999992370605,6,WIFI
68:7f:74:f5:a0:b5,Brako,[WPA2-PSK-CCMP-preauth][WPS][ESS],2014-01-28 08:05:24,6,-86,-34.64075256,-58.56731927,53.2999992370605,6,WIFI
14:5b:d1:97:0c:54,Fibertel WiFi626,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:24,1,-87,-34.64075256,-58.56731927,53.2999992370605,6,WIFI
00:23:54:ae:bc:4a,Fibertel WiFi914,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:24,11,-87,-34.64075256,-58.56731927,53.2999992370605,6,WIFI
00:25:12:b9:4b:4b,Valentino2,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:24,11,-87,-34.64075256,-58.56731927,53.2999992370605,6,WIFI
40:4a:03:cc:2b:3c,Speedy_qzuipe,[WEP][ESS],2014-01-28 08:05:24,11,-87,-34.64075256,-58.56731927,53.2999992370605,6,WIFI
f4:ec:38:d0:f1:2a,BROWSE VENTAS,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:05:40,11,-92,-34.64055866,-58.56623245,53.5999984741211,6,WIFI
b0:48:7a:99:ae:c0,Dexter,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:05:40,9,-74,-34.64055866,-58.56623245,53.5999984741211,6,WIFI
b0:48:7a:ab:d4:02,ESTUDIOAP,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:05:40,1,-85,-34.64055866,-58.56623245,53.5999984741211,6,WIFI
68:7f:74:f5:a0:b5,Brako,[WPA2-PSK-CCMP-preauth][WPS][ESS],2014-01-28 08:05:40,6,-86,-34.64055866,-58.56623245,53.5999984741211,6,WIFI
14:5b:d1:97:0c:54,Fibertel WiFi626,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:40,1,-86,-34.64055866,-58.56623245,53.5999984741211,6,WIFI
00:23:54:ae:bc:4a,Fibertel WiFi914,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:40,11,-87,-34.64055866,-58.56623245,53.5999984741211,6,WIFI
00:25:12:b9:4b:4b,Valentino2,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:40,11,-87,-34.64055866,-58.56623245,53.5999984741211,6,WIFI
40:4a:03:cc:2b:3c,Speedy_qzuipe,[WEP][ESS],2014-01-28 08:05:40,11,-72,-34.64055866,-58.56623245,53.5999984741211,6,WIFI
c8:d5:fe:70:00:21,Matias-WIFI,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:40,6,-80,-34.64055866,-58.56623245,53.5999984741211,6,WIFI
40:4a:03:cc:32:0a,MAKYJOHA,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:40,11,-81,-34.64055866,-58.56623245,53.5999984741211,6,WIFI
20:e5:64:d9:f8:9e,Fibertel WiFi099,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:40,1,-85,-34.64055866,-58.56623245,53.5999984741211,6,WIFI
00:21:29:a7:40:df,ussenterprise,[WPA-PSK-TKIP][WPS][ESS],2014-01-28 08:05:40,6,-85,-34.64055866,-58.56623245,53.5999984741211,6,WIFI
48:f8:b3:1d:6f:3b,camseg40,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:05:40,11,-87,-34.64055866,-58.56623245,53.5999984741211,6,WIFI
14:5b:d1:42:58:5f,Fibertel WiFi946,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:40,1,-88,-34.64055866,-58.56623245,53.5999984741211,6,WIFI
c8:d7:19:ac:8c:09,Moss Bar,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:40,10,-88,-34.64055866,-58.56623245,53.5999984741211,6,WIFI
38:60:77:42:37:f4,Telecentro-7042,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:40,6,-91,-34.64055866,-58.56623245,53.5999984741211,6,WIFI
72234_84_2547424,AR Personal,HSDPA;ar,2014-01-28 08:05:40,0,-71,-34.64055866,-58.56623245,53.5999984741211,6,GSM
94:cc:b9:7f:80:eb,moss,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:56,11,-80,-34.64048729,-58.5661266,56.7000007629395,4,WIFI
e0:69:95:28:32:6f,Fibertel WiFi645,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:56,1,-83,-34.64048729,-58.5661266,56.7000007629395,4,WIFI
8c:04:ff:ba:71:a7,Telecentrobeta,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:05:56,1,-84,-34.64048729,-58.5661266,56.7000007629395,4,WIFI
00:25:9c:f5:7a:eb,MAX LSW,[WPA-PSK-TKIP][WPS][ESS],2014-01-28 08:05:56,9,-86,-34.64048729,-58.5661266,56.7000007629395,4,WIFI
d8:5d:4c:b8:71:72,TP-LINK_B87172,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:05:56,4,-87,-34.64048729,-58.5661266,56.7000007629395,4,WIFI
90:b1:34:4c:57:2f,Fibertel WiFi808,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:56,11,-87,-34.64048729,-58.5661266,56.7000007629395,4,WIFI
00:1c:10:d2:81:c1,AleyGra,[WPA-PSK-TKIP][ESS],2014-01-28 08:05:56,6,-88,-34.64048729,-58.5661266,56.7000007629395,4,WIFI
00:14:d1:b5:fc:99,DASHA,[WPA2-PSK-TKIP][WPS][ESS],2014-01-28 08:05:56,6,-90,-34.64048729,-58.5661266,56.7000007629395,4,WIFI
00:1f:1f:60:48:40,INTELLINET,[WPA2-PSK-CCMP-preauth][ESS],2014-01-28 08:05:56,11,-90,-34.64048729,-58.5661266,56.7000007629395,4,WIFI
8c:04:ff:bc:72:49,Telecentro-2A98,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:05:56,6,-92,-34.64048729,-58.5661266,56.7000007629395,4,WIFI
e8:40:f2:cf:12:21,Fibertel WiFi026,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:05:56,1,-93,-34.64048729,-58.5661266,56.7000007629395,4,WIFI
f8:8f:97:f5:a0:2a,Speedy-F5A021,[WEP][ESS],2014-01-28 08:05:56,1,-91,-34.64048729,-58.5661266,56.7000007629395,4,WIFI
70:71:bc:e6:a1:c3,Telecentro-89f6,[WPA-PSK-TKIP][ESS],2014-01-28 08:06:11,11,-80,-34.64049925,-58.56611448,59.4000015258789,4,WIFI
00:22:3f:78:ae:0a,NETGEAR_Ana,[WPA2-PSK-CCMP][ESS],2014-01-28 08:06:11,6,-83,-34.64049925,-58.56611448,59.4000015258789,4,WIFI
00:22:75:d3:20:ee,MATY Y VERO,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],2014-01-28 08:06:11,2,-86,-34.64049925,-58.56611448,59.4000015258789,4,WIFI
38:60:77:42:09:08,Telecentro-663A,[WPA-PSK-TKIP][ESS],2014-01-28 08:06:11,11,-87,-34.64049925,-58.56611448,59.4000015258789,4,WIFI
14:5b:d1:97:2c:0b,Fibertel WiFi879,[WPA-PSK-TKIP][ESS],2014-01-28 08:06:11,1,-87,-34.64049925,-58.56611448,59.4000015258789,4,WIFI
8c:04:ff:bc:64:07,Telecentro-2180,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:06:11,6,-87,-34.64049925,-58.56611448,59.4000015258789,4,WIFI
00:e0:4c:f4:f2:d5,Estudio,[WPA-PSK-TKIP][ESS],2014-01-28 08:06:11,6,-91,-34.64049925,-58.56611448,59.4000015258789,4,WIFI
04:c1:b9:90:a9:28,Speedy-R0CscM,[WEP][ESS],2014-01-28 08:06:11,6,-87,-34.64049925,-58.56611448,59.4000015258789,4,WIFI
38:60:77:bb:4c:e1,Gastronomia 03,[WEP][ESS],2014-01-28 08:06:11,7,-95,-34.64049925,-58.56611448,59.4000015258789,4,WIFI
c8:d5:fe:6f:e3:d0,luciana,[WEP][ESS],2014-01-28 08:06:11,11,-95,-34.64049925,-58.56611448,59.4000015258789,4,WIFI
00:02:cf:97:5d:4a,ale,[ESS],2014-01-28 08:06:11,1,-91,-34.64049925,-58.56611448,59.4000015258789,4,WIFI
40:4a:03:cc:2b:3c,Speedy_qzuipe,[WEP][ESS],2014-01-28 08:06:27,11,-71,-34.64028615,-58.5651627,55,6,WIFI
c8:d5:fe:70:00:21,Matias-WIFI,[WPA-PSK-TKIP][ESS],2014-01-28 08:06:27,6,-91,-34.64028615,-58.5651627,55,6,WIFI
20:e5:64:d9:f8:9e,Fibertel WiFi099,[WPA-PSK-TKIP][ESS],2014-01-28 08:06:27,1,-80,-34.64028615,-58.5651627,55,6,WIFI
c8:d7:19:ac:8c:09,Moss Bar,[WPA-PSK-TKIP][ESS],2014-01-28 08:06:27,10,-75,-34.64028615,-58.5651627,55,6,WIFI
00:24:a1:b4:ed:07,LAURA WIFI,[WPA-PSK-TKIP][ESS],2014-01-28 08:06:27,11,-83,-34.64028615,-58.5651627,55,6,WIFI
00:1a:70:85:3a:ce,gabyhouse,[WPA2-PSK-CCMP][ESS],2014-01-28 08:06:27,6,-88,-34.64028615,-58.5651627,55,6,WIFI
f8:d1:11:86:e7:94,currena,[WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:06:27,1,-92,-34.64028615,-58.5651627,55,6,WIFI
b0:48:7a:d4:0b:0e,celeste,[WPA2-PSK-CCMP][WPS][ESS],2014-01-28 08:06:27,4,-92,-34.64028615,-58.5651627,55,6,WIFI
00:e0:4d:72:ab:c0,Speedy-22c8,[WEP][ESS],2014-01-28 08:06:27,6,-91,-34.64028615,-58.5651627,55,6,WIFI
72234_84_2547424,AR Personal,HSDPA;ar,2014-01-28 08:06:27,0,-83,-34.64028615,-58.5651627,55,6,GSM
f8:d1:11:48:60:95,dinsa,[WPA2-PSK-TKIP][ESS],2014-01-28 08:06:42,4,-84,-34.64020077,-58.56492481,61.0999984741211,4,WIFI
94:cc:b9:ab:89:86,Fibertel WiFi556,[WPA-PSK-TKIP][ESS],2014-01-28 08:06:42,1,-90,-34.64020077,-58.56492481,61.0999984741211,4,WIFI
4c:72:b9:68:24:93,VALERIA,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],2014-01-28 08:06:42,11,-94,-34.64020077,-58.56492481,61.0999984741211,4,WIFI
